From Date;To Date;Station;PM2.5;PM10;NO;NO2;NOx;CO;Ozone;RF;TOT-RF;CO;Ozone;RF;TOT-RF
15-01-2023 00:00;16-01-2023 00:00;teri_gram;56.3;158.15;7.27;19.98;16.27;0.45;10.4;0;0;0.45;10.4;0;0
16-01-2023 00:00;17-01-2023 00:00;teri_gram;101.63;233.05;39.4;24.2;44.24;0.85;10.59;0;0;0.85;10.59;0;0
17-01-2023 00:00;18-01-2023 00:00;teri_gram;122.02;246.45;47.28;20.51;48.63;0.92;10.52;0;0;0.92;10.52;0;0
18-01-2023 00:00;19-01-2023 00:00;teri_gram;146.54;295.51;52.83;23.57;54.68;1.07;10.38;0;0;1.07;10.38;0;0
19-01-2023 00:00;20-01-2023 00:00;teri_gram;178.68;348.79;49.97;26.78;54.07;1.17;10.44;0;0;1.17;10.44;0;0
20-01-2023 00:00;21-01-2023 00:00;teri_gram;93.93;185.1;10.52;20.56;23.18;0.65;10.63;0;0;0.65;10.63;0;0
21-01-2023 00:00;22-01-2023 00:00;teri_gram;155.04;316.35;6.19;10.8;14.41;1.03;10.67;0;0;1.03;10.67;0;0
22-01-2023 00:00;23-01-2023 00:00;teri_gram;199.04;344.02;7.69;6.5;9.57;1.32;10.35;0;0;1.32;10.35;0;0
23-01-2023 00:00;24-01-2023 00:00;teri_gram;138.23;278.22;3.77;6.52;6.43;0.93;13.59;0;0;0.93;13.59;0;0
24-01-2023 00:00;25-01-2023 00:00;teri_gram;97.17;214.08;4.46;5.89;6.66;0.77;5.17;0;0;0.77;5.17;0;0
25-01-2023 00:00;26-01-2023 00:00;teri_gram;114.47;210.95;6.63;5.02;8.22;0.66;5.29;0;0;0.66;5.29;0;0
26-01-2023 00:00;27-01-2023 00:00;teri_gram;126.16;226.44;2.47;5.12;4.66;0.62;5.06;0;0;0.62;5.06;0;0
27-01-2023 00:00;28-01-2023 00:00;teri_gram;75.84;149.86;1.56;5.91;4.02;0.46;6.59;0;0;0.46;6.59;0;0
28-01-2023 00:00;29-01-2023 00:00;teri_gram;79.61;190.25;3.06;6.11;4.85;0.58;10.4;0;0;0.58;10.4;0;0
29-01-2023 00:00;30-01-2023 00:00;teri_gram;145.55;273.2;9.51;5.43;9.66;1.07;10.3;0;0;1.07;10.3;0;0
30-01-2023 00:00;31-01-2023 00:00;teri_gram;55.9;108.6;4.75;4.52;5.37;0.53;10.66;0;0;0.53;10.66;0;0
31-01-2023 00:00;01-02-2023 00:00;teri_gram;100.89;208.18;7.75;5.13;8.09;0.61;10.65;0;0;0.61;10.65;0;0
01-02-2023 00:00;02-02-2023 00:00;teri_gram;96.1;204.31;3.89;5.25;5.06;0.49;10.55;0;0;0.49;10.55;0;0
02-02-2023 00:00;03-02-2023 00:00;teri_gram;90.22;205.67;4.75;6.12;6.2;0.53;10.56;0;0;0.53;10.56;0;0
03-02-2023 00:00;04-02-2023 00:00;teri_gram;98.98;245.05;6.87;6.75;8.24;0.65;10.28;0;0;0.65;10.28;0;0
04-02-2023 00:00;05-02-2023 00:00;teri_gram;144.26;328.57;14.51;7.41;14.7;0.93;10.49;0;0;0.93;10.49;0;0
05-02-2023 00:00;06-02-2023 00:00;teri_gram;143.32;264.21;7.9;6.57;8.96;0.68;10.35;0;0;0.68;10.35;0;0
06-02-2023 00:00;07-02-2023 00:00;teri_gram;114.21;216.44;6.14;5.21;6.85;0.63;10.49;0;0;0.63;10.49;0;0
07-02-2023 00:00;08-02-2023 00:00;teri_gram;206.59;357.15;7.9;5.56;8.44;0.75;10.52;0;0;0.75;10.52;0;0
08-02-2023 00:00;09-02-2023 00:00;teri_gram;111.75;238.84;5.51;6.06;6.79;0.52;10.45;0;0;0.52;10.45;0;0
09-02-2023 00:00;10-02-2023 00:00;teri_gram;88.66;272.34;11.51;6;11.57;0.71;10.39;0;0;0.71;10.39;0;0
10-02-2023 00:00;11-02-2023 00:00;teri_gram;93.34;248.24;3.74;5.57;5.1;0.53;10.65;0;0;0.53;10.65;0;0
11-02-2023 00:00;12-02-2023 00:00;teri_gram;137.52;323.08;6.44;5.65;7.31;0.7;10.55;0;0;0.7;10.55;0;0
12-02-2023 00:00;13-02-2023 00:00;teri_gram;97.04;228.16;4.52;5.37;5.63;0.44;10.55;0;0;0.44;10.55;0;0
13-02-2023 00:00;14-02-2023 00:00;teri_gram;80.02;239.17;2.35;5.31;3.86;0.38;10.4;0;0;0.38;10.4;0;0
14-02-2023 00:00;15-02-2023 00:00;teri_gram;54.49;218.2;3.01;6.14;4.82;0.43;10.29;0;0;0.43;10.29;0;0
15-02-2023 00:00;16-02-2023 00:00;teri_gram;61.97;250.18;5.26;9.27;8.61;0.57;16.54;0;0;0.57;16.54;0;0
16-02-2023 00:00;17-02-2023 00:00;teri_gram;125.68;274.85;14.35;13.7;18.71;0.77;22.01;0;0;0.77;22.01;0;0
17-02-2023 00:00;18-02-2023 00:00;teri_gram;203.51;322.53;8.57;12.28;13.29;0.98;22;0;0;0.98;22;0;0
18-02-2023 00:00;19-02-2023 00:00;teri_gram;204.97;309.12;21.63;14.54;24.97;1.19;22.21;0;0;1.19;22.21;0;0
19-02-2023 00:00;20-02-2023 00:00;teri_gram;160.15;246.3;10.68;12.06;14.86;0.98;22.19;0;0;0.98;22.19;0;0
20-02-2023 00:00;21-02-2023 00:00;teri_gram;133.57;265.25;7.94;11.47;12.37;0.78;22.06;0;0;0.78;22.06;0;0
21-02-2023 00:00;22-02-2023 00:00;teri_gram;111.62;240.06;8.85;12.61;13.69;0.7;22.06;0;0;0.7;22.06;0;0
22-02-2023 00:00;23-02-2023 00:00;teri_gram;153.67;237.02;10.79;11.65;14.74;0.88;22.41;0;0;0.88;22.41;0;0
23-02-2023 00:00;24-02-2023 00:00;teri_gram;88.55;194.08;21.2;12.15;23.29;0.69;25.21;0;0;0.69;25.21;0;0
24-02-2023 00:00;25-02-2023 00:00;teri_gram;85.46;236.05;11.14;12.78;15.61;0.63;28.69;0;0;0.63;28.69;0;0
25-02-2023 00:00;26-02-2023 00:00;teri_gram;90.46;247.57;16.24;12.16;19.4;0.82;25.36;0;0;0.82;25.36;0;0
26-02-2023 00:00;27-02-2023 00:00;teri_gram;106.73;262.1;10.43;10.99;14.11;0.82;25.56;0;0;0.82;25.56;0;0
27-02-2023 00:00;28-02-2023 00:00;teri_gram;109.03;282.33;14.78;12.27;18.26;0.84;25.5;0;0;0.84;25.5;0;0
28-02-2023 00:00;01-03-2023 00:00;teri_gram;78.13;211.66;14.78;10.94;17.57;0.73;25.45;0;0;0.73;25.45;0;0
01-03-2023 00:00;02-03-2023 00:00;teri_gram;53.51;152.45;6.53;10.63;10.79;0.53;25.5;0;0;0.53;25.5;0;0
02-03-2023 00:00;03-03-2023 00:00;teri_gram;82.37;155.97;16.9;11.61;19.62;0.79;26.4;0;0;0.79;26.4;0;0
03-03-2023 00:00;04-03-2023 00:00;teri_gram;62.95;165.53;17.39;10.55;19.46;0.64;38.1;0;0;0.64;38.1;0;0
04-03-2023 00:00;05-03-2023 00:00;teri_gram;40.6;173.36;6.75;9.73;10.5;0.46;52.56;0;0;0.46;52.56;0;0
05-03-2023 00:00;06-03-2023 00:00;teri_gram;39.75;142.63;8.51;9.25;11.66;0.43;52.73;0;0;0.43;52.73;0;0
06-03-2023 00:00;07-03-2023 00:00;teri_gram;70.69;104.14;13.17;10.12;15.85;0.52;39.86;0;0;0.52;39.86;0;0
07-03-2023 00:00;08-03-2023 00:00;teri_gram;54.64;80.85;17.23;11.29;19.71;0.66;11.51;0;0;0.66;11.51;0;0
08-03-2023 00:00;09-03-2023 00:00;teri_gram;99.88;153.82;8.24;9.84;11.75;0.78;11.59;0;0;0.78;11.59;0;0
09-03-2023 00:00;10-03-2023 00:00;teri_gram;56.52;86.66;4.49;9.55;8.63;0.45;12.47;0;0;0.45;12.47;0;0
10-03-2023 00:00;11-03-2023 00:00;teri_gram;100.59;154.91;10.04;10.33;13.45;0.57;27.25;0;0;0.57;27.25;0;0
11-03-2023 00:00;12-03-2023 00:00;teri_gram;85.54;131.75;16.98;9.21;18.43;0.65;45.82;0;0;0.65;45.82;0;0
12-03-2023 00:00;13-03-2023 00:00;teri_gram;84.2;129.66;11.39;9.65;14.17;0.62;45.32;0;0;0.62;45.32;0;0
13-03-2023 00:00;14-03-2023 00:00;teri_gram;108.35;166.86;8.87;10.48;12.59;0.66;29.9;0;0;0.66;29.9;0;0
14-03-2023 00:00;15-03-2023 00:00;teri_gram;104.17;212.18;13;12.18;16.79;0.73;15.83;0;0;0.73;15.83;0;0
15-03-2023 00:00;16-03-2023 00:00;teri_gram;75.59;229.08;16.4;10.68;18.75;0.7;15.84;0;0;0.7;15.84;0;0
16-03-2023 00:00;17-03-2023 00:00;teri_gram;88.87;229.54;6.96;10.77;11.2;0.61;16.01;0;0;0.61;16.01;0;0
17-03-2023 00:00;18-03-2023 00:00;teri_gram;79.45;220.88;9.68;12.66;14.41;0.63;15.66;0;0;0.63;15.66;0;0
18-03-2023 00:00;19-03-2023 00:00;teri_gram;95.47;156.01;6.24;9.63;10.04;0.59;15.9;0;0;0.59;15.9;0;0
19-03-2023 00:00;20-03-2023 00:00;teri_gram;83.43;143.56;7.87;8.8;10.91;0.56;15.75;0;0;0.56;15.75;0;0
20-03-2023 00:00;21-03-2023 00:00;teri_gram;45.97;114.17;11.31;9.35;13.96;0.46;15.77;0;0;0.46;15.77;0;0
21-03-2023 00:00;22-03-2023 00:00;teri_gram;42.29;92.33;4.05;8.27;7.57;0.45;22.92;0;0;0.45;22.92;0;0
22-03-2023 00:00;23-03-2023 00:00;teri_gram;82.35;217.82;9.1;8.79;11.89;0.63;26.5;0;0;0.63;26.5;0;0
23-03-2023 00:00;24-03-2023 00:00;teri_gram;57.46;183.42;14.79;8.49;16.3;0.53;23.13;0;0;0.53;23.13;0;0
24-03-2023 00:00;25-03-2023 00:00;teri_gram;95.22;198.64;11.8;6.8;13.01;0.6;23.13;0;0;0.6;23.13;0;0
25-03-2023 00:00;25-03-2023 00:00;teri_gram;0;0;3.13;6.88;6.11;0;0;0;0;0;0;0;0
;;teri_gram;;;;;;;;;;;;;
