From Date;To Date;Station;PM2.5;NO;NO2;NOx;CO;Ozone;RF;RF;RF;RF;TOT-RF;
26-06-2020 00:00;27-06-2020 00:00;vikas_sadan;46.42;6.05;7.87;6.19;1.33;59.59;0;0;0;0;0;
27-06-2020 00:00;28-06-2020 00:00;vikas_sadan;50.75;7.07;8.19;7.68;0.75;23.84;0;0;0;0;0;
28-06-2020 00:00;29-06-2020 00:00;vikas_sadan;69.9;7.62;6.83;6.22;1.51;0;0;0;0;0;0;
29-06-2020 00:00;30-06-2020 00:00;vikas_sadan;58.87;6.52;7.96;5.33;0.36;63.38;0;0;0;0;0;
30-06-2020 00:00;01-07-2020 00:00;vikas_sadan;41.94;6.25;8.29;5.64;1.55;82.36;0;0;0;0;0;
01-07-2020 00:00;02-07-2020 00:00;vikas_sadan;56.63;6.22;8.99;7.29;0.72;81.94;0;0;0;0;0;
02-07-2020 00:00;03-07-2020 00:00;vikas_sadan;77.31;5.96;11.41;7.06;0.81;87.97;0;0;0;0;0;
03-07-2020 00:00;04-07-2020 00:00;vikas_sadan;72.42;5.98;10.77;7.52;0.86;79.62;0;0;0;0;0;
04-07-2020 00:00;05-07-2020 00:00;vikas_sadan;38.96;5.35;9.15;6.33;1.2;120.18;0;0;0;0;0;
05-07-2020 00:00;06-07-2020 00:00;vikas_sadan;63.4;4.58;7.84;5.69;0.2;62.46;0;0;0;0;0;
06-07-2020 00:00;07-07-2020 00:00;vikas_sadan;41.13;8.22;6.84;7.25;0.93;74.28;0;0;0;0;0;
07-07-2020 00:00;08-07-2020 00:00;vikas_sadan;17.82;7.84;6.34;5.69;0.63;26.01;0;0;0;0;0;
08-07-2020 00:00;09-07-2020 00:00;vikas_sadan;22.53;15.04;3.03;5.55;0.49;37.46;0;0;0;0;0;
09-07-2020 00:00;10-07-2020 00:00;vikas_sadan;28.6;17.35;3.37;6.11;0.42;32.2;0;0;0;0;0;
10-07-2020 00:00;11-07-2020 00:00;vikas_sadan;24.07;10.84;7.51;6.86;0.46;34.87;0;0;0;0;0;
11-07-2020 00:00;12-07-2020 00:00;vikas_sadan;21.1;9.72;6.11;8.04;0.95;79.87;0;0;0;0;0;
12-07-2020 00:00;13-07-2020 00:00;vikas_sadan;16.42;7.84;6.57;7.63;0.64;72.28;0;0;0;0;0;
13-07-2020 00:00;14-07-2020 00:00;vikas_sadan;31.77;10.75;8.81;10.95;1.55;46.69;0;0;0;0;0;
14-07-2020 00:00;15-07-2020 00:00;vikas_sadan;46.75;12.6;10.43;14.44;0.91;55.02;0;0;0;0;0;
15-07-2020 00:00;16-07-2020 00:00;vikas_sadan;49.41;5.83;9.29;9.49;0.7;95.72;0;0;0;0;0;
16-07-2020 00:00;17-07-2020 00:00;vikas_sadan;30.68;6.83;14.24;13.45;0.67;56.7;0;0;0;0;0;
17-07-2020 00:00;18-07-2020 00:00;vikas_sadan;53.22;4.68;11.68;9.83;0.84;71.58;0;0;0;0;0;
18-07-2020 00:00;19-07-2020 00:00;vikas_sadan;45.39;9.42;10.93;11.93;0.77;71.09;0;0;0;0;0;
19-07-2020 00:00;20-07-2020 00:00;vikas_sadan;21;21.13;17.22;19.53;0.8;46.93;0;0;0;0;0;
20-07-2020 00:00;21-07-2020 00:00;vikas_sadan;22.3;19.03;15.44;24.42;1.14;51.88;0;0;0;0;0;
21-07-2020 00:00;22-07-2020 00:00;vikas_sadan;19.12;5.23;9.23;7.29;0.68;22.46;0;0;0;0;0;
22-07-2020 00:00;23-07-2020 00:00;vikas_sadan;16.27;11.01;11.67;14.21;0.82;15.46;0;0;0;0;0;
23-07-2020 00:00;24-07-2020 00:00;vikas_sadan;35.22;14.12;21.83;20.16;0.57;46.63;0;0;0;0;0;
24-07-2020 00:00;25-07-2020 00:00;vikas_sadan;49.91;2.24;21.65;11.73;0.72;42.74;0;0;0;0;0;
25-07-2020 00:00;26-07-2020 00:00;vikas_sadan;34.98;1.15;23.92;12.76;0.4;37.16;0;0;0;0;0;
26-07-2020 00:00;27-07-2020 00:00;vikas_sadan;46.2;0.46;13;6.69;0.2;50.82;0;0;0;0;0;
27-07-2020 00:00;28-07-2020 00:00;vikas_sadan;40.51;0.41;7.07;3.3;0.15;47.54;0;0;0;0;0;
28-07-2020 00:00;29-07-2020 00:00;vikas_sadan;34.39;0.29;5.15;2.39;0.15;40.39;0;0;0;0;0;
29-07-2020 00:00;30-07-2020 00:00;vikas_sadan;35.63;0.41;5.42;2.63;0.28;61.65;0;0;0;0;0;
30-07-2020 00:00;31-07-2020 00:00;vikas_sadan;26.41;0.97;6.32;3.25;0.26;51.83;0;0;0;0;0;
31-07-2020 00:00;01-08-2020 00:00;vikas_sadan;40.45;0.62;6.15;3.34;0.39;75.34;0;0;0;0;0;
01-08-2020 00:00;02-08-2020 00:00;vikas_sadan;34.62;0.51;6.35;2.84;0.37;38.78;0;0;0;0;0;
02-08-2020 00:00;03-08-2020 00:00;vikas_sadan;34.32;0.78;7.76;3.91;0.38;44.55;0;0;0;0;0;
03-08-2020 00:00;04-08-2020 00:00;vikas_sadan;35.72;0.53;8.36;4.06;0.4;42.53;0;0;0;0;0;
04-08-2020 00:00;05-08-2020 00:00;vikas_sadan;31.22;1.47;7.98;3.92;0.37;46.14;0;0;0;0;0;
05-08-2020 00:00;06-08-2020 00:00;vikas_sadan;40.88;3.51;7.92;4.37;0.61;23.2;0;0;0;0;0;
06-08-2020 00:00;07-08-2020 00:00;vikas_sadan;34.63;2.69;3.97;1.79;0.28;38.23;0;0;0;0;0;
07-08-2020 00:00;08-08-2020 00:00;vikas_sadan;42.87;2.39;3.75;1.51;0.34;41.02;0;0;0;0;0;
08-08-2020 00:00;09-08-2020 00:00;vikas_sadan;54.21;2.87;4.34;2.2;0.34;45.07;0;0;0;0;0;
09-08-2020 00:00;10-08-2020 00:00;vikas_sadan;41.99;2.71;3.05;1.42;0.17;41.97;0;0;0;0;0;
10-08-2020 00:00;11-08-2020 00:00;vikas_sadan;42.22;2.76;4.45;1.68;0.13;29.18;0;0;0;0;0;
11-08-2020 00:00;12-08-2020 00:00;vikas_sadan;47.92;2.91;3.72;1.79;0.38;31.61;0;0;0;0;0;
12-08-2020 00:00;13-08-2020 00:00;vikas_sadan;33.62;2.95;3.43;2.16;0.15;37.89;0;0;0;0;0;
13-08-2020 00:00;14-08-2020 00:00;vikas_sadan;20.08;3.23;3.83;2.2;0.23;28.8;0;0;0;0;0;
14-08-2020 00:00;15-08-2020 00:00;vikas_sadan;33.96;2.87;3.93;1.98;0.29;17.05;0;0;0;0;0;
15-08-2020 00:00;16-08-2020 00:00;vikas_sadan;37.83;2.63;2.81;1.2;0.22;26.26;0;0;0;0;0;
16-08-2020 00:00;17-08-2020 00:00;vikas_sadan;35.86;2.62;2.69;1.15;0.3;21.83;0;0;0;0;0;
17-08-2020 00:00;18-08-2020 00:00;vikas_sadan;41.39;2.96;3.75;1.94;0.36;14.41;0;0;0;0;0;
18-08-2020 00:00;19-08-2020 00:00;vikas_sadan;32.63;3.06;3.38;1.89;0.37;16.39;0;0;0;0;0;
19-08-2020 00:00;20-08-2020 00:00;vikas_sadan;28.77;3.58;3.44;2.17;0.32;9.43;0;0;0;0;0;
20-08-2020 00:00;21-08-2020 00:00;vikas_sadan;27.07;2.96;2.94;1.51;0.4;14.86;0;0;0;0;0;
21-08-2020 00:00;22-08-2020 00:00;vikas_sadan;29.09;2.99;2.78;1.45;0.34;18.78;0;0;0;0;0;
22-08-2020 00:00;23-08-2020 00:00;vikas_sadan;24.61;2.8;2;0.91;0.37;26.64;0;0;0;0;0;
23-08-2020 00:00;24-08-2020 00:00;vikas_sadan;26.84;2.8;1.61;0.7;0.3;28.75;0;0;0;0;0;
24-08-2020 00:00;25-08-2020 00:00;vikas_sadan;25.1;4.15;2.24;2.1;0.18;14.6;0;0;0;0;0;
25-08-2020 00:00;26-08-2020 00:00;vikas_sadan;22.18;4.77;2.48;2.79;0.44;10.19;0;0;0;0;0;
26-08-2020 00:00;27-08-2020 00:00;vikas_sadan;26.7;3.36;2.74;1.73;0.59;12.83;0;0;0;0;0;
27-08-2020 00:00;28-08-2020 00:00;vikas_sadan;30.84;2.92;2.36;1.2;0.37;19.31;0;0;0;0;0;
28-08-2020 00:00;29-08-2020 00:00;vikas_sadan;39.12;3.65;3.03;2.15;0.56;6.41;0;0;0;0;0;
29-08-2020 00:00;30-08-2020 00:00;vikas_sadan;34.21;3;2.51;1.32;0.62;32.32;0;0;0;0;0;
30-08-2020 00:00;31-08-2020 00:00;vikas_sadan;28.5;2.78;1.97;0.89;0.38;27.07;0;0;0;0;0;
31-08-2020 00:00;01-09-2020 00:00;vikas_sadan;21.76;2.33;2.12;1.09;0.31;20.49;0;0;0;0;0;
01-09-2020 00:00;02-09-2020 00:00;vikas_sadan;25.35;1.89;2.47;1.22;0.37;21.01;0;0;0;0;0;
02-09-2020 00:00;03-09-2020 00:00;vikas_sadan;29.77;2.07;2.5;1.37;0.49;33.18;0;0;0;0;0;
03-09-2020 00:00;04-09-2020 00:00;vikas_sadan;42.99;1.99;2.29;1.2;0.4;39;0;0;0;0;0;
04-09-2020 00:00;05-09-2020 00:00;vikas_sadan;42.35;1.97;2.42;1.25;0.47;32.68;0;0;0;0;0;
05-09-2020 00:00;06-09-2020 00:00;vikas_sadan;50.85;2.32;2.77;1.73;0.94;47.68;0;0;0;0;0;
06-09-2020 00:00;07-09-2020 00:00;vikas_sadan;36.26;2.09;2.26;1.26;1.06;48.24;0;0;0;0;0;
07-09-2020 00:00;08-09-2020 00:00;vikas_sadan;56.66;2.51;3.47;2.22;1.01;28.62;0;0;0;0;0;
08-09-2020 00:00;09-09-2020 00:00;vikas_sadan;37.72;1.74;2.18;0.96;0.97;29.88;0;0;0;0;0;
09-09-2020 00:00;10-09-2020 00:00;vikas_sadan;65.67;2.29;2.77;1.75;1.58;38.15;0;0;0;0;0;
10-09-2020 00:00;11-09-2020 00:00;vikas_sadan;61.77;2.2;2.7;1.59;0.54;48.19;0;0;0;0;0;
11-09-2020 00:00;12-09-2020 00:00;vikas_sadan;82.59;3.43;4.29;3.39;1.02;45.42;0;0;0;0;0;
12-09-2020 00:00;13-09-2020 00:00;vikas_sadan;74.8;4.33;4.13;4.06;1.19;61.31;0;0;0;0;0;
13-09-2020 00:00;14-09-2020 00:00;vikas_sadan;79.65;2.47;3.27;2.09;0.91;51.68;0;0;0;0;0;
14-09-2020 00:00;15-09-2020 00:00;vikas_sadan;79.17;2.8;3.37;2.42;1.25;43.19;0;0;0;0;0;
15-09-2020 00:00;16-09-2020 00:00;vikas_sadan;76.02;1.86;3.12;1.54;1.27;41.97;0;0;0;0;0;
16-09-2020 00:00;17-09-2020 00:00;vikas_sadan;87.37;2.58;3.37;2.23;1.6;49.06;0;0;0;0;0;
17-09-2020 00:00;18-09-2020 00:00;vikas_sadan;58.9;1.69;2.23;0.93;1.55;47.82;0;0;0;0;0;
18-09-2020 00:00;19-09-2020 00:00;vikas_sadan;53.28;2.05;2.53;1.4;0.97;40.65;0;0;0;0;0;
19-09-2020 00:00;20-09-2020 00:00;vikas_sadan;58.73;1.79;2.06;0.92;0.73;51.71;0;0;0;0;0;
20-09-2020 00:00;21-09-2020 00:00;vikas_sadan;70.73;1.98;2.11;1.1;0.62;67.78;0;0;0;0;0;
21-09-2020 00:00;22-09-2020 00:00;vikas_sadan;74.78;1.73;2.21;0.96;0.66;46.78;0;0;0;0;0;
22-09-2020 00:00;23-09-2020 00:00;vikas_sadan;62.05;2.07;2.66;1.45;0.81;31.46;0;0;0;0;0;
23-09-2020 00:00;24-09-2020 00:00;vikas_sadan;36.63;1.98;2.44;1.27;0.52;27.07;0;0;0;0;0;
24-09-2020 00:00;25-09-2020 00:00;vikas_sadan;40.57;2.66;2.62;2.37;0.56;30.71;0;0;0;0;0;
25-09-2020 00:00;26-09-2020 00:00;vikas_sadan;65.07;4.34;3.63;5.38;0.98;46.96;0;0;0;0;0;
26-09-2020 00:00;27-09-2020 00:00;vikas_sadan;74.83;5.56;4.22;6.67;0.69;30.89;0;0;0;0;0;
27-09-2020 00:00;28-09-2020 00:00;vikas_sadan;47.51;4.49;2.93;5.13;0.59;36.2;0;0;0;0;0;
28-09-2020 00:00;29-09-2020 00:00;vikas_sadan;85.79;5.18;3.63;6.05;0.85;66.5;0;0;0;0;0;
29-09-2020 00:00;30-09-2020 00:00;vikas_sadan;82.9;3.8;2.81;4.51;0.74;60.29;0;0;0;0;0;
30-09-2020 00:00;01-10-2020 00:00;vikas_sadan;72.67;3.56;3.03;4.4;0.66;50.03;0;0;0;0;0;
01-10-2020 00:00;02-10-2020 00:00;vikas_sadan;78.48;3.92;3.8;5.13;0.76;44.7;0;0;0;0;0;
02-10-2020 00:00;03-10-2020 00:00;vikas_sadan;78.41;3.76;2.98;4.58;0.7;56.97;0;0;0;0;0;
03-10-2020 00:00;04-10-2020 00:00;vikas_sadan;100.37;4.56;3.77;5.62;0.72;60.32;0;0;0;0;0;
04-10-2020 00:00;05-10-2020 00:00;vikas_sadan;86.49;4.69;3.13;5.4;0.61;77.73;0;0;0;0;0;
05-10-2020 00:00;06-10-2020 00:00;vikas_sadan;88;4.16;3.08;4.95;0.88;61.9;0;0;0;0;0;
06-10-2020 00:00;07-10-2020 00:00;vikas_sadan;79.29;5.49;4.7;6.86;1.2;65.04;0;0;0;0;0;
07-10-2020 00:00;08-10-2020 00:00;vikas_sadan;99.75;5.82;5.17;7.37;1.29;66.48;0;0;0;0;0;
08-10-2020 00:00;09-10-2020 00:00;vikas_sadan;97.76;4.74;4.68;6.25;1.22;41.9;0;0;0;0;0;
09-10-2020 00:00;10-10-2020 00:00;vikas_sadan;94.99;4.23;4.85;5.93;0.7;69.5;0;0;0;0;0;
10-10-2020 00:00;11-10-2020 00:00;vikas_sadan;93.09;4.27;4.12;5.58;1.11;70.99;0;0;0;0;0;
11-10-2020 00:00;12-10-2020 00:00;vikas_sadan;87.25;3.92;4.15;5.32;0.99;63.61;0;0;0;0;0;
12-10-2020 00:00;13-10-2020 00:00;vikas_sadan;125.36;5.36;5.51;7.18;0.85;99.03;0;0;0;0;0;
13-10-2020 00:00;14-10-2020 00:00;vikas_sadan;145.23;6.5;6.73;9.01;1.59;47.26;0;0;0;0;0;
14-10-2020 00:00;15-10-2020 00:00;vikas_sadan;121.31;4.8;7.42;7.73;1.3;64.95;0;0;0;0;0;
15-10-2020 00:00;16-10-2020 00:00;vikas_sadan;142.84;4.14;6.71;6.83;1.31;59.56;0;0;0;0;0;
16-10-2020 00:00;17-10-2020 00:00;vikas_sadan;99.27;4.88;6.4;7.26;1.35;60.19;0;0;0;0;0;
17-10-2020 00:00;18-10-2020 00:00;vikas_sadan;129.06;6.44;7.93;9.32;1.69;69.3;0;0;0;0;0;
18-10-2020 00:00;19-10-2020 00:00;vikas_sadan;116.77;4.09;5.43;6.12;0.73;52.8;0;0;0;0;0;
19-10-2020 00:00;20-10-2020 00:00;vikas_sadan;108.07;4.33;5.06;6.12;1.14;64.34;0;0;0;0;0;
20-10-2020 00:00;21-10-2020 00:00;vikas_sadan;123.02;7.51;8.26;10.35;1.34;81.22;0;0;0;0;0;
21-10-2020 00:00;22-10-2020 00:00;vikas_sadan;104.29;12.82;10.69;15.87;1.68;96.19;0;0;0;0;0;
22-10-2020 00:00;23-10-2020 00:00;vikas_sadan;136.76;7.91;11.6;12.41;1.83;69;0;0;0;0;0;
23-10-2020 00:00;24-10-2020 00:00;vikas_sadan;150.81;9.22;10.79;13.02;1.97;118.7;0;0;0;0;0;
24-10-2020 00:00;25-10-2020 00:00;vikas_sadan;173.04;9.07;8.77;11.86;1.96;100.86;0;0;0;0;0;
25-10-2020 00:00;26-10-2020 00:00;vikas_sadan;159.53;9.94;10.85;13.64;2.14;103.82;0;0;0;0;0;
26-10-2020 00:00;27-10-2020 00:00;vikas_sadan;163.88;6.06;8.79;9.45;1.57;65.2;0;0;0;0;0;
27-10-2020 00:00;28-10-2020 00:00;vikas_sadan;111.25;5.98;7;8.45;1.59;53.61;0;0;0;0;0;
28-10-2020 00:00;29-10-2020 00:00;vikas_sadan;185.55;9.38;30.89;23.37;1.97;38.93;0;0;0;0;0;
29-10-2020 00:00;30-10-2020 00:00;vikas_sadan;281.09;14.6;17.09;20.65;2.67;57.74;0;0;0;0;0;
30-10-2020 00:00;31-10-2020 00:00;vikas_sadan;207.94;7.71;10.62;11.72;1.57;33.84;0;0;0;0;0;
31-10-2020 00:00;01-11-2020 00:00;vikas_sadan;209.57;3.56;6.59;6.28;1.19;48.57;0;0;0;0;0;
01-11-2020 00:00;02-11-2020 00:00;vikas_sadan;188.9;5.16;7.99;8.3;1.3;63.25;0;0;0;0;0;
02-11-2020 00:00;03-11-2020 00:00;vikas_sadan;129;11.44;11.2;15;1.63;84.99;0;0;0;0;0;
03-11-2020 00:00;04-11-2020 00:00;vikas_sadan;132.29;8.86;6.15;10.14;1.67;106.49;0;0;0;0;0;
04-11-2020 00:00;05-11-2020 00:00;vikas_sadan;251.18;3.98;4.13;5.33;1.77;58.44;0;0;0;0;0;
05-11-2020 00:00;06-11-2020 00:00;vikas_sadan;265.58;8.49;7.75;10.81;2.18;41.21;0;0;0;0;0;
06-11-2020 00:00;07-11-2020 00:00;vikas_sadan;269.4;9.64;9.44;12.63;2.44;11.87;0;0;0;0;0;
07-11-2020 00:00;08-11-2020 00:00;vikas_sadan;284.4;9.76;9.33;10.45;2.2;33.88;0;0;0;0;0;
08-11-2020 00:00;09-11-2020 00:00;vikas_sadan;330.06;15.92;13.05;12.97;2.83;28.24;0;0;0;0;0;
09-11-2020 00:00;10-11-2020 00:00;vikas_sadan;450.83;15.97;12.13;12.52;3.16;16.16;0;0;0;0;0;
10-11-2020 00:00;11-11-2020 00:00;vikas_sadan;345.68;15.27;11.78;11.78;2.59;17.59;0;0;0;0;0;
11-11-2020 00:00;12-11-2020 00:00;vikas_sadan;117.89;15.57;11.11;11.67;1.81;30.95;0;0;0;0;0;
12-11-2020 00:00;13-11-2020 00:00;vikas_sadan;147.26;32.21;20.31;32.11;2.32;34.43;0;0;0;0;0;
13-11-2020 00:00;14-11-2020 00:00;vikas_sadan;165.51;43.66;21.52;46.19;1.61;61.16;0;0;0;0;0;
14-11-2020 00:00;15-11-2020 00:00;vikas_sadan;322.16;20.88;17.18;25.69;1.18;50.93;0;0;0;0;0;
15-11-2020 00:00;16-11-2020 00:00;vikas_sadan;223.24;2.92;7.44;6.23;0.32;81.57;0;0;0;0;0;
16-11-2020 00:00;17-11-2020 00:00;vikas_sadan;73.97;3.09;6.15;5.66;0.23;47.06;0;0;0;0;0;
17-11-2020 00:00;18-11-2020 00:00;vikas_sadan;78.25;3.77;6.74;6.55;0.23;31.23;0;0;0;0;0;
18-11-2020 00:00;19-11-2020 00:00;vikas_sadan;104.97;6.75;11.71;11.53;0.51;28.89;0;0;0;0;0;
19-11-2020 00:00;20-11-2020 00:00;vikas_sadan;131.55;26.75;46.92;45.95;1.31;28.85;0;0;0;0;0;
20-11-2020 00:00;21-11-2020 00:00;vikas_sadan;142.99;15.74;48.34;37.9;1.46;41.93;0;0;0;0;0;
21-11-2020 00:00;22-11-2020 00:00;vikas_sadan;118.57;9.84;37.02;27.19;0.51;36.55;0;0;0;0;0;
22-11-2020 00:00;23-11-2020 00:00;vikas_sadan;119.74;46;55.01;65.73;1.04;53.34;0;0;0;0;0;
23-11-2020 00:00;24-11-2020 00:00;vikas_sadan;154.12;152.37;127.2;183.82;2.01;50.33;0;0;0;0;0;
24-11-2020 00:00;25-11-2020 00:00;vikas_sadan;184.87;194.55;130.93;223.39;2.37;58.78;0;0;0;0;0;
25-11-2020 00:00;26-11-2020 00:00;vikas_sadan;174.57;26.01;95.93;71.03;1.56;38.73;0;0;0;0;0;
26-11-2020 00:00;27-11-2020 00:00;vikas_sadan;120.1;20.58;49.05;42.14;0.66;41.29;0;0;0;0;0;
27-11-2020 00:00;28-11-2020 00:00;vikas_sadan;62.9;10.46;37.7;28.11;0.54;32.42;0;0;0;0;0;
28-11-2020 00:00;29-11-2020 00:00;vikas_sadan;90.3;23.77;48.15;44.2;1.07;38.19;0;0;0;0;0;
29-11-2020 00:00;30-11-2020 00:00;vikas_sadan;110.7;75.6;79.58;102.15;1.23;63.25;0;0;0;0;0;
30-11-2020 00:00;01-12-2020 00:00;vikas_sadan;167.98;102.07;78.37;120.92;1.6;63.43;0;0;0;0;0;
01-12-2020 00:00;02-12-2020 00:00;vikas_sadan;186.32;2.15;3.5;1.18;2.17;68.71;0;0;0;0;0;
02-12-2020 00:00;03-12-2020 00:00;vikas_sadan;173.38;0.9;3.5;0.89;1.32;60.15;0;0;0;0;0;
03-12-2020 00:00;04-12-2020 00:00;vikas_sadan;157.79;0.83;3.69;0.92;1.82;61.76;0;0;0;0;0;
04-12-2020 00:00;05-12-2020 00:00;vikas_sadan;210.7;0.9;3.5;0.86;2.34;49.38;0;0;0;0;0;
05-12-2020 00:00;06-12-2020 00:00;vikas_sadan;189.9;0.67;3.52;0.66;1.28;46.97;0;0;0;0;0;
06-12-2020 00:00;07-12-2020 00:00;vikas_sadan;185.02;0.92;3.72;1.01;1.17;41;0;0;0;0;0;
07-12-2020 00:00;08-12-2020 00:00;vikas_sadan;233.14;1.03;3.61;1.03;1.76;29.76;0;0;0;0;0;
08-12-2020 00:00;09-12-2020 00:00;vikas_sadan;200.25;0.65;3.61;0.71;2.61;61.27;0;0;0;0;0;
09-12-2020 00:00;10-12-2020 00:00;vikas_sadan;200.17;0.62;3.8;0.76;2.51;46.21;0;0;0;0;0;
10-12-2020 00:00;11-12-2020 00:00;vikas_sadan;142.87;1.02;3.5;0.97;2.08;36.27;0;0;0;0;0;
11-12-2020 00:00;12-12-2020 00:00;vikas_sadan;144.54;0.75;3.79;0.8;1.08;21.6;0;0;0;0;0;
12-12-2020 00:00;13-12-2020 00:00;vikas_sadan;173.2;0.71;3.85;0.82;0.8;29.28;0;0;0;0;0;
13-12-2020 00:00;14-12-2020 00:00;vikas_sadan;120.92;0.59;3.7;0.63;0.24;12.72;0;0;0;0;0;
14-12-2020 00:00;15-12-2020 00:00;vikas_sadan;63.03;0.69;3.91;0.83;0.22;27.51;0;0;0;0;0;
15-12-2020 00:00;16-12-2020 00:00;vikas_sadan;99.75;0.9;3.87;0.9;0.36;21.46;0;0;0;0;0;
16-12-2020 00:00;17-12-2020 00:00;vikas_sadan;107.1;0.67;4.1;0.92;0.35;15.91;0;0;0;0;0;
17-12-2020 00:00;18-12-2020 00:00;vikas_sadan;120.93;0.76;3.93;0.93;0.27;24.43;0;0;0;0;0;
18-12-2020 00:00;19-12-2020 00:00;vikas_sadan;105.25;0.84;3.86;0.97;0.28;32.65;0;0;0;0;0;
19-12-2020 00:00;20-12-2020 00:00;vikas_sadan;133.02;0.88;3.87;1;0.55;27.63;0;0;0;0;0;
20-12-2020 00:00;21-12-2020 00:00;vikas_sadan;140.34;0.79;4.15;1.04;1.09;34.43;0;0;0;0;0;
21-12-2020 00:00;22-12-2020 00:00;vikas_sadan;151.56;0.5;4.02;0.68;1.35;47.82;0;0;0;0;0;
22-12-2020 00:00;23-12-2020 00:00;vikas_sadan;227.73;1.09;3.24;0.94;2.49;34.48;0;0;0;0;0;
23-12-2020 00:00;24-12-2020 00:00;vikas_sadan;309.67;4.74;3.16;2.1;3.17;31.86;0;0;0;0;0;
24-12-2020 00:00;25-12-2020 00:00;vikas_sadan;291.2;8.28;4.75;6.03;3.03;24.3;0;0;0;0;0;
25-12-2020 00:00;26-12-2020 00:00;vikas_sadan;196.39;7.7;13.43;12.78;1.68;38.3;0;0;0;0;0;
26-12-2020 00:00;27-12-2020 00:00;vikas_sadan;176.05;62.73;42.99;68.71;1.97;30.16;0;0;0;0;0;
27-12-2020 00:00;28-12-2020 00:00;vikas_sadan;212.43;89.08;50.92;97.92;1.75;33.55;0;0;0;0;0;
28-12-2020 00:00;29-12-2020 00:00;vikas_sadan;103.89;7;34.53;23.95;0.64;27.24;0;0;0;0;0;
29-12-2020 00:00;30-12-2020 00:00;vikas_sadan;117.04;5.26;33.45;21.72;1.49;30.68;0;0;0;0;0;
30-12-2020 00:00;31-12-2020 00:00;vikas_sadan;127.1;6.1;27.96;19.52;4.49;22.81;0;0;0;0;0;
31-12-2020 00:00;01-01-2021 00:00;vikas_sadan;179.99;34.59;39.12;48.15;2.13;11.6;0;0;0;0;0;
01-01-2021 00:00;02-01-2021 00:00;vikas_sadan;294.87;123.06;64.57;135.47;3.43;19.32;0;0;0;0;0;
02-01-2021 00:00;03-01-2021 00:00;vikas_sadan;210.76;6.67;51.57;32.32;2.06;21.64;0;0;0;0;0;
03-01-2021 00:00;04-01-2021 00:00;vikas_sadan;124.02;6.78;35.54;24.03;1.77;12.63;0;0;0;0;0;
04-01-2021 00:00;05-01-2021 00:00;vikas_sadan;56.89;13.72;36.13;29.89;1.12;8.93;0;0;0;0;0;
05-01-2021 00:00;06-01-2021 00:00;vikas_sadan;61.79;56.58;25.82;47.71;1.15;6.86;0;0;0;0;0;
06-01-2021 00:00;07-01-2021 00:00;vikas_sadan;102.58;65.33;1.15;35.21;1.43;5.12;0;0;0;0;0;
07-01-2021 00:00;08-01-2021 00:00;vikas_sadan;89.92;88.06;26.34;214.66;1.05;18.54;0;0;0;0;0;
08-01-2021 00:00;09-01-2021 00:00;vikas_sadan;91.13;25.54;40.15;30.27;0.55;10.3;0;0;0;0;0;
09-01-2021 00:00;10-01-2021 00:00;vikas_sadan;108.15;4.77;28.13;18.55;0.95;18.14;0;0;0;0;0;
10-01-2021 00:00;11-01-2021 00:00;vikas_sadan;106.47;4.43;16.68;12.28;0.57;32.83;0;0;0;0;0;
11-01-2021 00:00;12-01-2021 00:00;vikas_sadan;102.39;6.93;29.24;20.85;0.86;26.83;0;0;0;0;0;
12-01-2021 00:00;13-01-2021 00:00;vikas_sadan;124.69;43.13;42.53;56.77;1.31;25.46;0;0;0;0;0;
13-01-2021 00:00;14-01-2021 00:00;vikas_sadan;189.49;74.96;49.24;88.86;2.28;20.25;0;0;0;0;0;
14-01-2021 00:00;15-01-2021 00:00;vikas_sadan;312.22;139.8;68.72;147.81;2.89;26.53;0;0;0;0;0;
15-01-2021 00:00;16-01-2021 00:00;vikas_sadan;278.96;75.18;65.94;94.4;2.53;34.23;0;0;0;0;0;
16-01-2021 00:00;17-01-2021 00:00;vikas_sadan;158.46;22.41;45.47;41.83;2.08;20.85;0;0;0;0;0;
17-01-2021 00:00;18-01-2021 00:00;vikas_sadan;178.2;13.17;39.84;31.39;1.61;16.92;0;0;0;0;0;
18-01-2021 00:00;19-01-2021 00:00;vikas_sadan;179.27;53.42;43.79;65.66;2.23;24.18;0;0;0;0;0;
19-01-2021 00:00;20-01-2021 00:00;vikas_sadan;189.16;54.98;36.02;62.84;2.07;8.12;0;0;0;0;0;
20-01-2021 00:00;21-01-2021 00:00;vikas_sadan;94.45;5.18;28.78;19.43;1;21.47;0;0;0;0;0;
21-01-2021 00:00;22-01-2021 00:00;vikas_sadan;106.76;45.84;43.71;59.55;1.64;36.13;0;0;0;0;0;
22-01-2021 00:00;23-01-2021 00:00;vikas_sadan;195.43;73.19;51.12;85.3;2.28;19.95;0;0;0;0;0;
23-01-2021 00:00;24-01-2021 00:00;vikas_sadan;137.18;6.68;37.19;24.82;1.27;21.43;0;0;0;0;0;
24-01-2021 00:00;25-01-2021 00:00;vikas_sadan;145.33;7.03;30.01;21.34;1.5;15.37;0;0;0;0;0;
25-01-2021 00:00;26-01-2021 00:00;vikas_sadan;128.39;16.1;27.76;27.41;1.29;31.02;0;0;0;0;0;
26-01-2021 00:00;27-01-2021 00:00;vikas_sadan;141.08;22.83;42.32;40.42;1.34;32.88;0;0;0;0;0;
