From Date;To Date;Station;PM2.5;PM10;NO;NO2;NOx;CO;Ozone;CO2;RF
24-07-2020 00:00;25-07-2020 00:00;NISE;44.84;71.21;8.02;12.05;20.07;0.38;47.57;0;0
25-07-2020 00:00;26-07-2020 00:00;NISE;30.88;52.81;7.99;8.99;16.97;0.36;40.79;0;0
26-07-2020 00:00;27-07-2020 00:00;NISE;37.32;63.5;8.57;9.85;18.41;0.32;38.94;0;0
27-07-2020 00:00;28-07-2020 00:00;NISE;20.19;59.65;7.67;9.35;17.03;0.4;40.76;0;0
28-07-2020 00:00;29-07-2020 00:00;NISE;25.34;66.31;8.76;14.8;23.57;0.42;25.25;0;0
29-07-2020 00:00;30-07-2020 00:00;NISE;21.42;51.22;7.91;10.85;18.76;0.38;30.76;0;0
30-07-2020 00:00;31-07-2020 00:00;NISE;20.61;38.43;8.05;11.76;19.8;0.37;35.6;0;0
31-07-2020 00:00;01-08-2020 00:00;NISE;33.23;55.27;8.65;10.16;18.82;0.57;31.36;0;0
01-08-2020 00:00;02-08-2020 00:00;NISE;36.59;58.93;8.32;11.59;19.92;0.59;26.57;0;0
02-08-2020 00:00;03-08-2020 00:00;NISE;22;47.88;9.04;11.37;20.41;0.6;22.3;0;0
03-08-2020 00:00;04-08-2020 00:00;NISE;24.92;51.57;8.3;9.49;17.79;0.47;22.76;0;0
04-08-2020 00:00;05-08-2020 00:00;NISE;27.59;59.47;8.19;10.47;18.67;0.54;36.6;0;0
05-08-2020 00:00;06-08-2020 00:00;NISE;35.79;59.36;9.08;12.55;21.64;0.71;23.32;0;0
06-08-2020 00:00;07-08-2020 00:00;NISE;17.05;33.76;8.03;8.13;16.16;0.39;28.61;0;0
07-08-2020 00:00;08-08-2020 00:00;NISE;36.02;51.98;8.05;7.86;15.91;0.41;40.04;0;0
08-08-2020 00:00;09-08-2020 00:00;NISE;55.09;79.28;9.44;11.17;20.6;0.5;41.2;0;0
09-08-2020 00:00;10-08-2020 00:00;NISE;24.38;39.27;8.13;11.05;19.18;0.32;39.22;0;0
10-08-2020 00:00;11-08-2020 00:00;NISE;33.03;43.9;8.29;10;18.29;0.3;32;0;0
11-08-2020 00:00;12-08-2020 00:00;NISE;41.65;55.13;8.92;11.5;20.41;0.38;26.24;0;0
12-08-2020 00:00;13-08-2020 00:00;NISE;18.47;49.69;8.37;8.89;17.26;0.39;30.93;0;0
13-08-2020 00:00;14-08-2020 00:00;NISE;13.51;24.05;48.32;23.31;43.21;0.4;29.61;0;0
14-08-2020 00:00;15-08-2020 00:00;NISE;25.27;37.82;7.85;9.47;17.33;0.5;32.65;0;0
15-08-2020 00:00;16-08-2020 00:00;NISE;27.09;37.7;7.71;6.58;14.3;0.57;31.05;0;0
16-08-2020 00:00;17-08-2020 00:00;NISE;22.71;37.42;7.76;7.74;15.49;0.6;25.98;0;0
17-08-2020 00:00;18-08-2020 00:00;NISE;33.9;52.74;7.96;10.81;18.77;0.75;19.07;0;0
18-08-2020 00:00;19-08-2020 00:00;NISE;26.72;49.89;8.79;11.85;20.64;0.74;19.17;0;0
19-08-2020 00:00;20-08-2020 00:00;NISE;22.55;33.67;8.32;15.53;23.85;0.67;18.78;0;0
20-08-2020 00:00;21-08-2020 00:00;NISE;15.93;19.76;9.19;13.48;22.67;0.71;39.56;0;0
21-08-2020 00:00;22-08-2020 00:00;NISE;16.15;11.85;20.82;27.5;49.66;0.79;20.91;0;0
22-08-2020 00:00;23-08-2020 00:00;NISE;11.97;23.44;8.07;11.15;19.21;0.39;27.77;0;0
23-08-2020 00:00;24-08-2020 00:00;NISE;17.62;27.66;7.71;8.31;16.02;0.32;31.47;0;0
24-08-2020 00:00;25-08-2020 00:00;NISE;15.48;24.47;12.56;10.64;18.84;0.51;26.15;0;0
25-08-2020 00:00;26-08-2020 00:00;NISE;20.98;39.47;9.64;10.12;19.77;0.49;22.14;0;0
26-08-2020 00:00;27-08-2020 00:00;NISE;12.24;38.44;9.26;11.63;20.9;0.46;18.97;0;0
27-08-2020 00:00;28-08-2020 00:00;NISE;18.44;43.67;24.67;25;31.12;0.66;6.16;0;0
28-08-2020 00:00;29-08-2020 00:00;NISE;27.01;35.24;24.82;18.17;35.41;0.86;22.95;0;0
29-08-2020 00:00;30-08-2020 00:00;NISE;31.55;46.14;5.44;10.03;15.47;0.67;30.12;0;0
30-08-2020 00:00;31-08-2020 00:00;NISE;20.63;31.93;3.67;7.55;11.23;0.46;30.76;0;0
31-08-2020 00:00;01-09-2020 00:00;NISE;14.5;25.15;3.73;8.01;11.74;0.37;28.36;0;0
01-09-2020 00:00;02-09-2020 00:00;NISE;16.18;35.33;3.93;9.01;12.95;0.37;25.84;0;0
02-09-2020 00:00;03-09-2020 00:00;NISE;21.03;42.11;3.96;9.08;13.04;0.41;38.34;0;0
03-09-2020 00:00;04-09-2020 00:00;NISE;41.19;65.25;4.4;10.05;14.45;0.48;34.59;0;0
04-09-2020 00:00;05-09-2020 00:00;NISE;38.14;55.49;3.96;9.54;13.5;0.42;34.49;0;0
05-09-2020 00:00;06-09-2020 00:00;NISE;27.01;43.01;5.16;12.11;17.27;0.41;36.83;0;0
06-09-2020 00:00;07-09-2020 00:00;NISE;29.22;38.97;4.41;12.61;17.02;0.49;41.41;0;0
07-09-2020 00:00;08-09-2020 00:00;NISE;39.72;54.53;8.61;15.78;24.39;0.94;32.96;0;0
08-09-2020 00:00;09-09-2020 00:00;NISE;34.6;57.78;4.71;11.48;16.19;0.71;37.69;0;0
09-09-2020 00:00;10-09-2020 00:00;NISE;65.41;110.6;11.59;14.47;26.06;0.99;21.02;0;0
10-09-2020 00:00;11-09-2020 00:00;NISE;29.97;60.21;12.08;12.7;14.86;1.2;45.83;0;0
11-09-2020 00:00;12-09-2020 00:00;NISE;67.23;114.5;4.64;11.63;16.27;1.01;44.59;0;0
12-09-2020 00:00;13-09-2020 00:00;NISE;51.58;119.78;5.92;12.83;18.76;1.09;61.08;0;0
13-09-2020 00:00;14-09-2020 00:00;NISE;60.79;132.72;6.7;12.92;19.62;1.11;44.8;0;0
14-09-2020 00:00;15-09-2020 00:00;NISE;90.91;133.48;9.11;12.56;21.66;1.02;43.16;0;0
15-09-2020 00:00;16-09-2020 00:00;NISE;42.08;102.03;7.82;11.88;19.7;1.05;46.85;0;0
16-09-2020 00:00;17-09-2020 00:00;NISE;83.98;150.4;6.26;12.61;18.87;1.02;42.47;0;0
17-09-2020 00:00;18-09-2020 00:00;NISE;56.02;107.49;5.3;11.52;16.83;0.78;36.66;0;0
18-09-2020 00:00;19-09-2020 00:00;NISE;45.34;101.49;4.44;9.99;14.43;0.75;33.01;0;0
19-09-2020 00:00;20-09-2020 00:00;NISE;70.25;118.29;5.25;7.62;13.1;0.82;44.57;0;0
20-09-2020 00:00;21-09-2020 00:00;NISE;42.48;134.43;9.35;9.39;18.74;0.96;46.72;0;0
21-09-2020 00:00;22-09-2020 00:00;NISE;74.21;119.42;11.81;9.06;16.3;0.85;40.1;0;0
22-09-2020 00:00;23-09-2020 00:00;NISE;32.7;60.81;3.75;9.76;13.95;0.75;27.56;0;0
23-09-2020 00:00;24-09-2020 00:00;NISE;30.59;70.25;5.53;7.26;12.36;0.55;29.3;0;0
24-09-2020 00:00;25-09-2020 00:00;NISE;35.13;77.06;4.57;9.72;14.29;0.61;48.33;0;0
25-09-2020 00:00;26-09-2020 00:00;NISE;36.81;105.14;4.55;10.47;15.02;0.71;51.55;0;0
26-09-2020 00:00;27-09-2020 00:00;NISE;43.81;138.36;6.48;14.96;21.44;0.88;28.91;0;0
27-09-2020 00:00;28-09-2020 00:00;NISE;22.44;66.79;10.59;18.81;18.39;0.84;30.38;0;0
28-09-2020 00:00;29-09-2020 00:00;NISE;42.43;142.06;5.91;14.23;20.14;0.96;44.86;0;0
29-09-2020 00:00;30-09-2020 00:00;NISE;58.3;173.66;4.87;13.64;18.51;0.91;48.24;0;0
30-09-2020 00:00;01-10-2020 00:00;NISE;46.42;139.08;5.62;15.61;21.23;0.85;46.18;0;0
01-10-2020 00:00;02-10-2020 00:00;NISE;47.84;137.06;12.84;16.63;25;0.94;44.78;0;0
02-10-2020 00:00;03-10-2020 00:00;NISE;0;168.41;7.26;15.2;22.46;1.08;49.68;0;0
03-10-2020 00:00;04-10-2020 00:00;NISE;69.81;164.68;5.54;16.26;21.79;1.12;55.29;0;0
04-10-2020 00:00;05-10-2020 00:00;NISE;63.04;144.5;12.6;19.76;27.27;1.22;51.13;0;0
05-10-2020 00:00;06-10-2020 00:00;NISE;54.93;152.45;4.34;16.45;20.79;1.13;57.18;0;0
06-10-2020 00:00;07-10-2020 00:00;NISE;59.4;160.45;11.91;20.03;28.45;1.3;54.35;0;0
07-10-2020 00:00;08-10-2020 00:00;NISE;55.6;167.93;10.71;21.85;32.56;1.46;58.18;0;0
08-10-2020 00:00;09-10-2020 00:00;NISE;67.83;175.92;5.71;19.77;25.48;1.22;61.07;0;0
09-10-2020 00:00;10-10-2020 00:00;NISE;70.53;174.62;6.97;19.53;26.49;1.27;64.17;0;0
10-10-2020 00:00;11-10-2020 00:00;NISE;72.75;173.2;7.19;20.17;27.36;1.34;63.42;0;0
11-10-2020 00:00;12-10-2020 00:00;NISE;73.99;184.56;4.95;19.49;24.44;1.35;57.18;0;0
12-10-2020 00:00;13-10-2020 00:00;NISE;89.75;202.53;9.69;22.09;31.79;1.37;56.59;0;0
13-10-2020 00:00;14-10-2020 00:00;NISE;103.31;216.5;5.82;15.76;21.58;1.26;59.85;0;0
14-10-2020 00:00;15-10-2020 00:00;NISE;88.91;183.21;8.71;19.87;28.6;1.24;60.36;0;0
15-10-2020 00:00;16-10-2020 00:00;NISE;129;222.65;23.02;29.12;52.19;1.59;49.54;0;0
16-10-2020 00:00;17-10-2020 00:00;NISE;73.55;167.4;11.73;29.76;41.48;1.01;54.62;0;0
17-10-2020 00:00;18-10-2020 00:00;NISE;89.29;201.88;16.35;31.75;48.1;1.26;57.15;0;0
18-10-2020 00:00;19-10-2020 00:00;NISE;83.66;192.4;6.72;24.22;30.94;0.85;55.13;0;0
19-10-2020 00:00;20-10-2020 00:00;NISE;79.79;191.24;6.2;24.26;30.46;0.8;64.92;0;0
20-10-2020 00:00;21-10-2020 00:00;NISE;73.91;176.39;8.44;28;36.45;1.08;55.39;0;0
21-10-2020 00:00;22-10-2020 00:00;NISE;65.69;148.2;11.95;26.84;38.77;1.42;48.37;0;0
22-10-2020 00:00;23-10-2020 00:00;NISE;90.69;186.83;18.53;32.28;50.82;1.59;51.45;0;0
23-10-2020 00:00;24-10-2020 00:00;NISE;141.68;254.95;18.36;32.67;51.03;2.36;48.84;0;0
24-10-2020 00:00;25-10-2020 00:00;NISE;117.22;248.68;26.99;32.28;59.27;2.61;57.42;0;0
25-10-2020 00:00;26-10-2020 00:00;NISE;117.89;220.13;7.76;22.82;30.58;2.12;64.33;0;0
26-10-2020 00:00;27-10-2020 00:00;NISE;109.59;228.54;7.63;32.85;40.48;2.02;49.86;0;0
27-10-2020 00:00;28-10-2020 00:00;NISE;134.79;262.57;9.49;27.03;36.51;1.8;44.22;0;0
28-10-2020 00:00;29-10-2020 00:00;NISE;143.65;281.86;19.92;33.5;53.42;2.02;48.13;0;0
29-10-2020 00:00;30-10-2020 00:00;NISE;172.54;326.31;17.65;40.06;57.71;2.73;56.69;0;0
30-10-2020 00:00;31-10-2020 00:00;NISE;157.49;310.2;16.55;34.74;51.29;2.25;44.29;0;0
31-10-2020 00:00;01-11-2020 00:00;NISE;203.75;385.66;9.5;33.39;44.01;2.15;49.09;0;0
01-11-2020 00:00;02-11-2020 00:00;NISE;179.81;339.41;9.36;30.03;39.39;1.64;42.8;0;0
02-11-2020 00:00;03-11-2020 00:00;NISE;97.6;222.2;8.35;31.6;39.95;1.29;36.87;0;0
03-11-2020 00:00;04-11-2020 00:00;NISE;64.84;148.5;8.1;26.01;34.1;1.21;37.47;0;0
04-11-2020 00:00;05-11-2020 00:00;NISE;234.15;430.96;9.34;43.62;52.96;2.43;31.35;0;0
05-11-2020 00:00;06-11-2020 00:00;NISE;216.91;387.6;8.73;34.56;43.29;2.4;41.75;0;0
06-11-2020 00:00;07-11-2020 00:00;NISE;208.42;398.7;23.98;45.54;69.54;2.8;37.29;0;0
07-11-2020 00:00;08-11-2020 00:00;NISE;248.95;409.71;18.52;44.42;63.2;2.78;46.46;0;0
08-11-2020 00:00;09-11-2020 00:00;NISE;433.53;519.37;16.44;46.32;62.77;3.56;42.07;0;0
09-11-2020 00:00;10-11-2020 00:00;NISE;561.88;676.76;16.22;50.57;66.79;4.64;34.14;0;0
10-11-2020 00:00;11-11-2020 00:00;NISE;495.86;511.82;17.18;30.91;48.09;4.4;41.26;0;0
11-11-2020 00:00;12-11-2020 00:00;NISE;112.29;166.65;9.07;19.73;28.8;1.96;42.63;0;0
12-11-2020 00:00;13-11-2020 00:00;NISE;91.86;124.12;6.5;15.17;21.67;1.84;12.61;0;0
13-11-2020 00:00;14-11-2020 00:00;NISE;117.27;190.29;7.07;29.16;36.24;2.5;37.94;0;0
14-11-2020 00:00;15-11-2020 00:00;NISE;242.86;297.01;13.92;25;34.7;3.41;57.22;0;0
15-11-2020 00:00;16-11-2020 00:00;NISE;236.08;293.14;9.3;14.94;24.26;2.65;77.76;0;0
16-11-2020 00:00;17-11-2020 00:00;NISE;76.93;92;6.05;11.21;17.26;1.92;50.69;0;0
17-11-2020 00:00;18-11-2020 00:00;NISE;79.64;114.45;11.76;19.19;30.95;2.09;36.6;0;0
18-11-2020 00:00;19-11-2020 00:00;NISE;89.94;125.09;11.47;21.5;28.45;1.93;56.72;0;0
19-11-2020 00:00;20-11-2020 00:00;NISE;120.08;182.82;15.38;33.02;48.4;1.92;57.19;0;0
20-11-2020 00:00;21-11-2020 00:00;NISE;150.38;214.85;7.73;33.21;40.94;1.76;69.61;0;0
21-11-2020 00:00;22-11-2020 00:00;NISE;117.59;173.91;6.34;23.8;30.13;1.42;69.63;0;0
22-11-2020 00:00;23-11-2020 00:00;NISE;117.47;182.05;7.25;27.63;34.88;1.51;58.49;0;0
23-11-2020 00:00;24-11-2020 00:00;NISE;125.1;181.34;12.33;26.52;38.85;1.79;61.53;0;0
24-11-2020 00:00;25-11-2020 00:00;NISE;149.18;219.86;7.38;26.23;33.61;1.75;76.56;0;0
25-11-2020 00:00;26-11-2020 00:00;NISE;193.59;283.33;6.79;36.75;43.54;2.17;71.89;0;0
26-11-2020 00:00;27-11-2020 00:00;NISE;110.47;167.45;12.11;32.06;44.17;1.93;49.29;0;0
27-11-2020 00:00;28-11-2020 00:00;NISE;63.95;107.59;7.27;24.96;32.24;1.55;51.78;0;0
28-11-2020 00:00;29-11-2020 00:00;NISE;91.5;145.42;7.57;28.25;35.82;2.01;58.04;0;0
29-11-2020 00:00;30-11-2020 00:00;NISE;98.27;161.19;7.37;30.92;38.29;2.15;58.31;0;0
30-11-2020 00:00;01-12-2020 00:00;NISE;129.19;189.33;8.72;30.33;39.05;2.41;62.5;0;0
01-12-2020 00:00;02-12-2020 00:00;NISE;163.9;249.46;18.86;40.18;54.12;2.3;61.31;0;0
02-12-2020 00:00;03-12-2020 00:00;NISE;161.32;255.02;15.97;42.14;58.12;2.44;62.37;0;0
03-12-2020 00:00;04-12-2020 00:00;NISE;148.14;231.52;7.39;33.26;40.66;2.2;60.83;0;0
04-12-2020 00:00;05-12-2020 00:00;NISE;171.83;262.17;9.19;27.66;36.85;2.76;72.71;0;0
05-12-2020 00:00;06-12-2020 00:00;NISE;228.83;336.43;6.57;23.6;30.17;2.99;74.01;0;0
06-12-2020 00:00;07-12-2020 00:00;NISE;199.2;292.84;6.64;24.96;31.6;2.81;64.5;0;0
07-12-2020 00:00;08-12-2020 00:00;NISE;240.24;361.63;8.19;31.21;39.4;2.96;61.61;0;0
08-12-2020 00:00;09-12-2020 00:00;NISE;169.81;256.58;12.55;25.18;37.73;2.76;66.68;0;0
09-12-2020 00:00;10-12-2020 00:00;NISE;142.47;228.34;15.53;33.45;48.98;2.81;56.18;0;0
10-12-2020 00:00;11-12-2020 00:00;NISE;124.32;220.55;34.99;43.75;78.73;3.06;44.02;0;0
11-12-2020 00:00;12-12-2020 00:00;NISE;134.78;209.36;23.08;40.16;63.25;2.88;45.74;0;0
12-12-2020 00:00;13-12-2020 00:00;NISE;202.82;307.94;12.33;31.69;44.02;3.51;44.44;0;0
13-12-2020 00:00;14-12-2020 00:00;NISE;90.82;133.87;8.99;21.61;30.6;2.34;37.96;0;0
14-12-2020 00:00;15-12-2020 00:00;NISE;63.42;100.35;7.58;19.87;27.45;1.93;40.25;0;0
15-12-2020 00:00;16-12-2020 00:00;NISE;97.6;148.53;12.78;26.12;38.9;2.3;42.14;0;0
16-12-2020 00:00;17-12-2020 00:00;NISE;104.23;151.02;9.8;26.45;36.26;2.24;39.67;0;0
17-12-2020 00:00;18-12-2020 00:00;NISE;124.19;173.88;4.86;23.37;30.9;2.39;43.11;0;0
18-12-2020 00:00;19-12-2020 00:00;NISE;90.44;137.41;6.7;23.43;30.12;2.01;59.87;0;0
19-12-2020 00:00;20-12-2020 00:00;NISE;135.12;198.22;15.2;45.22;54.02;2.27;50.11;0;0
20-12-2020 00:00;21-12-2020 00:00;NISE;147.45;215.1;8.55;36.23;44.77;2.17;57.09;0;0
21-12-2020 00:00;22-12-2020 00:00;NISE;157.96;232.73;9.54;39.6;49.14;2.15;60.93;0;0
22-12-2020 00:00;23-12-2020 00:00;NISE;224.5;296.38;24.97;45.48;70.46;2.76;59.46;0;0
23-12-2020 00:00;24-12-2020 00:00;NISE;270.84;356.55;18.09;43.85;61.94;3.33;70.47;0;0
24-12-2020 00:00;25-12-2020 00:00;NISE;266.28;361.46;29.75;41.41;71.16;3.77;64.19;0;0
25-12-2020 00:00;26-12-2020 00:00;NISE;170.17;242.67;18.2;36.51;54.71;2.75;59.12;0;0
26-12-2020 00:00;27-12-2020 00:00;NISE;149.08;213.25;12.88;32.98;45.39;2.26;56.01;0;0
27-12-2020 00:00;28-12-2020 00:00;NISE;226.79;321.69;25.29;29.99;55.28;3.2;77.06;0;0
28-12-2020 00:00;29-12-2020 00:00;NISE;79.62;215.17;10.06;28.43;38.48;1.9;43.44;0;0
29-12-2020 00:00;30-12-2020 00:00;NISE;107.75;232.69;9.53;29.15;38.68;2.15;51.5;0;0
30-12-2020 00:00;31-12-2020 00:00;NISE;150.58;218.04;9.82;26.12;35.93;2.65;49.75;0;0
31-12-2020 00:00;01-01-2021 00:00;NISE;183.63;272.16;14.76;26.76;41.83;3.74;36.09;0;0
01-01-2021 00:00;02-01-2021 00:00;NISE;268.94;365.76;12.53;13.74;26.28;4.9;37.42;0;0
02-01-2021 00:00;03-01-2021 00:00;NISE;249.71;317.25;7.39;7.8;15.19;4.5;45.54;0;0
03-01-2021 00:00;04-01-2021 00:00;NISE;0;0;0;0;0;0;0;0;0
04-01-2021 00:00;05-01-2021 00:00;NISE;93.49;135.85;18.94;24.47;50.86;4.17;33.07;0;0
05-01-2021 00:00;06-01-2021 00:00;NISE;60.73;73.83;7.91;19.84;27.76;3.72;25.28;0;0
06-01-2021 00:00;07-01-2021 00:00;NISE;126.49;148.17;12.5;20.78;28.18;4.41;15.86;0;0
07-01-2021 00:00;08-01-2021 00:00;NISE;87.76;134.78;6.15;17.48;23.63;3.65;26.48;0;0
08-01-2021 00:00;09-01-2021 00:00;NISE;96.62;158.4;8.01;20.51;28.52;3.79;13.87;0;0
09-01-2021 00:00;10-01-2021 00:00;NISE;115.09;183.74;6.71;20.31;27.02;3.89;21.62;0;0
10-01-2021 00:00;11-01-2021 00:00;NISE;90.36;144.32;6.21;18.12;24.33;3.35;30.96;0;0
11-01-2021 00:00;12-01-2021 00:00;NISE;95.48;142.15;6.76;19.56;26.33;2.82;34.7;0;0
12-01-2021 00:00;13-01-2021 00:00;NISE;125.09;176.6;10.09;19.4;29.49;2.4;43.93;0;0
13-01-2021 00:00;14-01-2021 00:00;NISE;153.41;198.44;11.81;20.99;32.79;2.66;23.4;0;0
14-01-2021 00:00;15-01-2021 00:00;NISE;282.74;359.9;12.69;23.61;36.3;3.51;31.47;0;0
15-01-2021 00:00;16-01-2021 00:00;NISE;239.38;294.54;8.25;18.24;26.5;2.34;35.35;0;0
16-01-2021 00:00;17-01-2021 00:00;NISE;182.65;236.14;19.16;28.6;40.44;3.07;25.27;0;0
17-01-2021 00:00;18-01-2021 00:00;NISE;191.58;239.72;7.34;17.14;24.5;2.4;36.22;0;0
18-01-2021 00:00;19-01-2021 00:00;NISE;165.01;228.61;5.93;17.35;23.28;1.77;38.9;0;0
19-01-2021 00:00;20-01-2021 00:00;NISE;214.33;284.02;18.35;21.93;40.28;3.19;18.71;0;0
20-01-2021 00:00;21-01-2021 00:00;NISE;96.29;139.05;7.49;19.1;26.6;1.59;30.48;0;0
21-01-2021 00:00;22-01-2021 00:00;NISE;96.83;133.2;5.86;18.76;24.62;1.4;46.37;0;0
22-01-2021 00:00;23-01-2021 00:00;NISE;171.49;233.77;7.7;20.12;27.82;1.96;26.3;0;0
23-01-2021 00:00;24-01-2021 00:00;NISE;119.89;160.29;12.14;19.64;31.8;2.03;39.32;0;0
24-01-2021 00:00;25-01-2021 00:00;NISE;151.61;236.51;11.52;21.92;33.44;3.25;16.85;0;0
25-01-2021 00:00;26-01-2021 00:00;NISE;134.7;221.06;11.01;21.97;32.98;2.98;37.9;0;0
26-01-2021 00:00;27-01-2021 00:00;NISE;137.31;231.67;11.37;21.79;33.16;3.2;39.83;0;0
27-01-2021 00:00;28-01-2021 00:00;NISE;148.81;237.83;10.94;24.35;35.29;3.11;38.52;0;0
28-01-2021 00:00;29-01-2021 00:00;NISE;244.55;347.18;18.45;26.75;47.19;2.77;37.29;0;0
29-01-2021 00:00;30-01-2021 00:00;NISE;170.58;251.32;9.47;15.02;24.49;0.37;61.09;0;0
30-01-2021 00:00;31-01-2021 00:00;NISE;121.16;189.18;4.6;14.52;19.12;0.22;58.47;0;0
31-01-2021 00:00;01-02-2021 00:00;NISE;128.64;193.2;8.16;13.7;21.86;0.32;50.61;0;0
01-02-2021 00:00;02-02-2021 00:00;NISE;126.93;177.59;3.96;11.22;15.17;0.25;52.33;0;0
02-02-2021 00:00;03-02-2021 00:00;NISE;163.03;232.32;8.03;15.04;23.07;0.49;66.75;0;0
03-02-2021 00:00;04-02-2021 00:00;NISE;145.92;203.37;5.15;11;16.15;0.45;62.3;0;0
04-02-2021 00:00;05-02-2021 00:00;NISE;116.12;168.82;6.6;14.12;20.71;0.59;35.83;0;0
05-02-2021 00:00;06-02-2021 00:00;NISE;62.04;102.18;8.06;15.92;23.98;0.57;26.85;0;0
06-02-2021 00:00;07-02-2021 00:00;NISE;66.19;113.79;6.24;14.88;21.12;0.44;31.7;0;0
07-02-2021 00:00;08-02-2021 00:00;NISE;93.88;153.96;5.83;14.06;19.89;0.46;39.4;0;0
08-02-2021 00:00;09-02-2021 00:00;NISE;127.79;230.32;7.92;12.69;23.1;0.73;35.18;0;0
09-02-2021 00:00;10-02-2021 00:00;NISE;139.6;214.45;9.39;15.3;25.24;0.84;35.66;0;0
10-02-2021 00:00;11-02-2021 00:00;NISE;116.62;207.32;5.79;13.75;19.55;0.66;38.64;0;0
11-02-2021 00:00;12-02-2021 00:00;NISE;134.33;239.65;9.07;17.02;26.1;0.97;37.19;0;0
12-02-2021 00:00;13-02-2021 00:00;NISE;172.7;284.91;6.4;14.15;20.56;0.84;45.63;0;0
13-02-2021 00:00;14-02-2021 00:00;NISE;114.79;186.96;9.87;16.3;26.18;1.2;42.43;0;0
14-02-2021 00:00;15-02-2021 00:00;NISE;128.41;209.21;6.66;12.51;19.16;0.97;46.35;0;0
15-02-2021 00:00;16-02-2021 00:00;NISE;126.96;208.72;6.09;12.25;18.34;0.95;43.93;0;0
16-02-2021 00:00;17-02-2021 00:00;NISE;132.47;239.43;8.8;14.97;23.77;1.19;47.09;0;0
17-02-2021 00:00;18-02-2021 00:00;NISE;125.13;219.48;6.98;14.3;21.28;0.89;45.29;0;0
18-02-2021 00:00;19-02-2021 00:00;NISE;130.65;228.62;9.84;16.41;26.25;1.11;46.34;0;0
19-02-2021 00:00;20-02-2021 00:00;NISE;135.34;247.05;10.11;17.7;27.81;1.14;44.12;0;0
20-02-2021 00:00;21-02-2021 00:00;NISE;100.6;173.28;7.93;14.84;22.77;0.96;37.05;0;0
21-02-2021 00:00;22-02-2021 00:00;NISE;133.03;234.43;6.37;14.61;20.98;0.74;49.36;0;0
22-02-2021 00:00;23-02-2021 00:00;NISE;100.42;198.31;5.39;13.33;18.72;0.6;44.21;0;0
23-02-2021 00:00;24-02-2021 00:00;NISE;71.32;160.95;7.01;14.49;21.51;0.5;35.89;0;0
24-02-2021 00:00;25-02-2021 00:00;NISE;71.38;184.97;5.65;14.84;20.49;0.5;35.97;0;0
25-02-2021 00:00;26-02-2021 00:00;NISE;84.33;184.55;9.03;16.49;25.52;0.7;33.22;0;0
26-02-2021 00:00;27-02-2021 00:00;NISE;60.28;167.36;5.87;14.2;20.07;0.46;30.74;0;0
27-02-2021 00:00;28-02-2021 00:00;NISE;47.33;145.87;8.62;12.81;21.46;0.85;32.1;0;0
28-02-2021 00:00;01-03-2021 00:00;NISE;68.54;212.61;8.76;15.27;24.03;0;33.94;0;0
01-03-2021 00:00;02-03-2021 00:00;NISE;54.95;150.05;5.29;13.02;18.31;6.64;46.45;0;0
02-03-2021 00:00;03-03-2021 00:00;NISE;48.89;139.34;4.89;10.25;15.14;0.51;57.62;0;0
03-03-2021 00:00;04-03-2021 00:00;NISE;51.56;135.72;4.92;11.91;16.82;0.6;40.55;0;0
04-03-2021 00:00;05-03-2021 00:00;NISE;70.37;173.59;6.47;14.25;20.72;0.84;37.29;0;0
05-03-2021 00:00;06-03-2021 00:00;NISE;85.63;195.91;7.01;14.38;21.39;0.88;46.84;0;0
06-03-2021 00:00;07-03-2021 00:00;NISE;66.58;120.04;6.62;11.9;18.52;0.66;45.41;0;0
07-03-2021 00:00;08-03-2021 00:00;NISE;76.34;172.17;5.08;11.63;16.71;0.72;49.37;0;0
08-03-2021 00:00;09-03-2021 00:00;NISE;97.63;210.93;5.05;11.24;16.28;0.84;53.87;0;0
09-03-2021 00:00;10-03-2021 00:00;NISE;103.57;226.72;5.18;11.24;16.42;0.81;50.99;0;0
10-03-2021 00:00;11-03-2021 00:00;NISE;45.87;104.37;5.94;13.55;19.49;0.62;36.38;0;0
11-03-2021 00:00;12-03-2021 00:00;NISE;92.8;185.93;7.81;14.16;21.98;0.81;42.17;0;0
12-03-2021 00:00;13-03-2021 00:00;NISE;59.53;129.78;10.2;12.77;19.19;0.51;41.53;0;0
13-03-2021 00:00;14-03-2021 00:00;NISE;45.93;142.84;7.94;13.81;21.75;0.53;35.72;0;0
14-03-2021 00:00;15-03-2021 00:00;NISE;69.62;141.41;5.93;13.62;19.55;0.58;36.75;0;0
15-03-2021 00:00;16-03-2021 00:00;NISE;73.13;200.09;6.01;14.21;20.21;0.58;34.77;0;0
16-03-2021 00:00;17-03-2021 00:00;NISE;83.1;283.09;5.68;13.24;18.92;0.52;30.91;0;0
17-03-2021 00:00;18-03-2021 00:00;NISE;83.91;314.53;6.19;14.35;20.54;0.52;32.62;0;0
18-03-2021 00:00;19-03-2021 00:00;NISE;84.72;0;6.82;14.61;21.43;0.52;37.02;0;0
19-03-2021 00:00;20-03-2021 00:00;NISE;76.88;0;5.64;13.4;19.04;0.43;38.19;0;0
20-03-2021 00:00;21-03-2021 00:00;NISE;72.44;120.62;5.5;13.38;18.88;0.44;44.43;0;0
21-03-2021 00:00;22-03-2021 00:00;NISE;69.57;98.34;6.84;13.91;20.76;0.49;51.12;0;0
